cityname,provincename,countryname
Guarapuava,Paraná,Brazil
Rio Negro,Paraná,Brazil
Apucarana,Paraná,Brazil
Lapa,Paraná,Brazil
Irati,Paraná,Brazil
Castro,Paraná,Brazil
Telemaco Borba,Paraná,Brazil
Jacarezinho,Paraná,Brazil
Concordia,Santa Catarina,Brazil
Blumenau,Santa Catarina,Brazil
Brusque,Santa Catarina,Brazil
Ararangua,Santa Catarina,Brazil
Jaragua do Sul,Santa Catarina,Brazil
Tubarao,Santa Catarina,Brazil
Laguna,Santa Catarina,Brazil
Joacaba,Santa Catarina,Brazil
Cacador,Santa Catarina,Brazil
Canoinhas,Santa Catarina,Brazil
Camocim,Ceará,Brazil
Russas,Ceará,Brazil
Sobral,Ceará,Brazil
Iguatu,Ceará,Brazil
Quixada,Ceará,Brazil
Caninde,Ceará,Brazil
Campo Maior,Piauí,Brazil
Barras,Piauí,Brazil
Rio Largo,Alagoas,Brazil
Palmeira dos Indios,Alagoas,Brazil
Santa Cruz Cabralia,Bahia,Brazil
Paulo Afonso,Bahia,Brazil
Brumado,Bahia,Brazil
Jaguaquara,Bahia,Brazil
Itapetinga,Bahia,Brazil
Ubaitaba,Bahia,Brazil
Cachoeiro de Itapemirim,Espírito Santo,Brazil
Barra Mansa,Rio de Janeiro,Brazil
Nova Iguacu,Rio de Janeiro,Brazil
Duque de Caxias,Rio de Janeiro,Brazil
Niteroi,Rio de Janeiro,Brazil
Cabo Frio,Rio de Janeiro,Brazil
Macae,Rio de Janeiro,Brazil
Miracema,Rio de Janeiro,Brazil
Apodi,Rio Grande do Norte,Brazil
Santa Cruz,Rio Grande do Norte,Brazil
Morrinhos,Goiás,Brazil
Ceres,Goiás,Brazil
Catalao,Goiás,Brazil
Cristalina,Goiás,Brazil
Trindade,Goiás,Brazil
Ipora,Goiás,Brazil
Inhumas,Goiás,Brazil
Itaberai,Goiás,Brazil
Santo Andre,São Paulo,Brazil
Pindamonhangaba,São Paulo,Brazil
Rio Claro,São Paulo,Brazil
Ourinhos,São Paulo,Brazil
Itanhaem,São Paulo,Brazil
Jaboticabal,São Paulo,Brazil
Braganca Paulista,São Paulo,Brazil
Jundiai,São Paulo,Brazil
Sao Jose dos Campos,São Paulo,Brazil
Guaratingueta,São Paulo,Brazil
Pirassununga,São Paulo,Brazil
Americana,São Paulo,Brazil
Piracicaba,São Paulo,Brazil
Sao Joao da Boa Vista,São Paulo,Brazil
Sao Carlos,São Paulo,Brazil
Tupa,São Paulo,Brazil
Penapolis,São Paulo,Brazil
Presidente Prudente,São Paulo,Brazil
Registro,São Paulo,Brazil
Tatui,São Paulo,Brazil
Avare,São Paulo,Brazil
Garca,São Paulo,Brazil
Catanduva,São Paulo,Brazil
Batatais,São Paulo,Brazil
Barretos,São Paulo,Brazil
Marilia,São Paulo,Brazil
Itu,São Paulo,Brazil
Itapetininga,São Paulo,Brazil
Jaboatao,Pernambuco,Brazil
Olinda,Pernambuco,Brazil
Cabo de Santo Agostinho,Pernambuco,Brazil
Carpina,Pernambuco,Brazil
Arcoverde,Pernambuco,Brazil
Manacapuru,Amazonas,Brazil
Maues,Amazonas,Brazil
Pedreiras,Maranhão,Brazil
Codo,Maranhão,Brazil
Coroata,Maranhão,Brazil
Chapadinha,Maranhão,Brazil
Pinheiro,Maranhão,Brazil
Barra do Corda,Maranhão,Brazil
Viana,Maranhão,Brazil
Colinas,Maranhão,Brazil
Viseu,Pará,Brazil
Capitao Poco,Pará,Brazil
Castanhal,Pará,Brazil
Salinopolis,Pará,Brazil
Alenquer,Pará,Brazil
Oriximina,Pará,Brazil
Xinguara,Pará,Brazil
Jacunda,Pará,Brazil
Uruara,Pará,Brazil
Altamira,Pará,Brazil
Paragominas,Pará,Brazil
Cameta,Pará,Brazil
Rolim de Moura,Rondônia,Brazil
Ariquemes,Rondônia,Brazil
Abuna,Rondônia,Brazil
Tocantinopolis,Tocantins,Brazil
Gurupi,Tocantins,Brazil
Aquidauana,Mato Grosso do Sul,Brazil
Paranaiba,Mato Grosso do Sul,Brazil
Sete Lagoas,Minas Gerais,Brazil
Divinopolis,Minas Gerais,Brazil
Ipatinga,Minas Gerais,Brazil
Araxa,Minas Gerais,Brazil
Lavras,Minas Gerais,Brazil
Uba,Minas Gerais,Brazil
Campo Belo,Minas Gerais,Brazil
Ponte Nova,Minas Gerais,Brazil
Curvelo,Minas Gerais,Brazil
Paracatu,Minas Gerais,Brazil
Bocaiuva,Minas Gerais,Brazil
Aracuai,Minas Gerais,Brazil
Janauba,Minas Gerais,Brazil
Juina,Mato Grosso,Brazil
Barra do Garcas,Mato Grosso,Brazil
Pontes e Lacerda,Mato Grosso,Brazil
Barra do Bugres,Mato Grosso,Brazil
Rondonopolis,Mato Grosso,Brazil
Uruguaiana,Rio Grande do Sul,Brazil
Sao Borja,Rio Grande do Sul,Brazil
Novo Hamburgo,Rio Grande do Sul,Brazil
Rio Grande,Rio Grande do Sul,Brazil
Camaqua,Rio Grande do Sul,Brazil
Bento Goncalves,Rio Grande do Sul,Brazil
Vacaria,Rio Grande do Sul,Brazil
Ijui,Rio Grande do Sul,Brazil
Santa Rosa,Rio Grande do Sul,Brazil
Maringa,Paraná,Brazil
Cascavel,Paraná,Brazil
Campo Murao,Paraná,Brazil
Foz do Iguacu,Paraná,Brazil
Sao Francisco do Sul,Santa Catarina,Brazil
Porto Uniao,Santa Catarina,Brazil
Itajai,Santa Catarina,Brazil
Imbituba,Santa Catarina,Brazil
Lajes,Santa Catarina,Brazil
Granja,Ceará,Brazil
Crato,Ceará,Brazil
Itapipoca,Ceará,Brazil
Paracuru,Ceará,Brazil
Acarau,Ceará,Brazil
Taua,Ceará,Brazil
Crateus,Ceará,Brazil
Baturite,Ceará,Brazil
Ipu,Ceará,Brazil
Floriano,Piauí,Brazil
Piripiri,Piauí,Brazil
Penedo,Alagoas,Brazil
Itabuna,Bahia,Brazil
Itamaraju,Bahia,Brazil
Guanambi,Bahia,Brazil
Porto Seguro,Bahia,Brazil
Valenca,Bahia,Brazil
Serrinha,Bahia,Brazil
Tucano,Bahia,Brazil
Senhor do Bonfim,Bahia,Brazil
Remanso,Bahia,Brazil
Itambe,Bahia,Brazil
Bom Jesus da Lapa,Bahia,Brazil
Itaberaba,Bahia,Brazil
Sao Mateus,Espírito Santo,Brazil
Patos,Paraíba,Brazil
Volta Redonda,Rio de Janeiro,Brazil
Petropolis,Rio de Janeiro,Brazil
Nova Cruz,Rio Grande do Norte,Brazil
Caico,Rio Grande do Norte,Brazil
Acu,Rio Grande do Norte,Brazil
Estancia,Sergipe,Brazil
Caracarai,Roraima,Brazil
Porto Santana,Amapá,Brazil
Rio Verde,Goiás,Brazil
Pires do Rio,Goiás,Brazil
Anapolis,Goiás,Brazil
Goianesia,Goiás,Brazil
Niquelandia,Goiás,Brazil
Itumbiara,Goiás,Brazil
Jatai,Goiás,Brazil
Mineiros,Goiás,Brazil
Formosa,Goiás,Brazil
Sao Jose do Rio Preto,São Paulo,Brazil
Limeira,São Paulo,Brazil
Taubate,São Paulo,Brazil
Jau,São Paulo,Brazil
Assis,São Paulo,Brazil
Itapeva,São Paulo,Brazil
Botucatu,São Paulo,Brazil
Novo Horizonte,São Paulo,Brazil
Andradina,São Paulo,Brazil
Fernandopolis,São Paulo,Brazil
Barreiros,Pernambuco,Brazil
Salgueiro,Pernambuco,Brazil
Goiana,Pernambuco,Brazil
Timbauba,Pernambuco,Brazil
Bacabal,Maranhão,Brazil
Braganca,Pará,Brazil
Obidos,Pará,Brazil
Guajara-Miram,Rondônia,Brazil
Porto Nacional,Tocantins,Brazil
Dourados,Mato Grosso do Sul,Brazil
Governador Valadares,Minas Gerais,Brazil
Pirapora,Minas Gerais,Brazil
Juiz de Fora,Minas Gerais,Brazil
Santa Maria,Rio Grande do Sul,Brazil
Passo Fundo,Rio Grande do Sul,Brazil
Xapeco,Santa Catarina,Brazil
Joinville,Santa Catarina,Brazil
Juazeiro do Norte,Ceará,Brazil
Nova Vicosa,Bahia,Brazil
Alagoinhas,Bahia,Brazil
Juazeiro,Bahia,Brazil
Vitoria,Espírito Santo,Brazil
Joao Pessoa,Paraíba,Brazil
Campina Grande,Paraíba,Brazil
Nova Friburgo,Rio de Janeiro,Brazil
Aracatuba,São Paulo,Brazil
Sena Madureira,Acre,Brazil
Fonte Boa,Amazonas,Brazil
Eirunepe,Amazonas,Brazil
Manicore,Amazonas,Brazil
Barcelos,Amazonas,Brazil
Tonantins,Amazonas,Brazil
Tefe,Amazonas,Brazil
Coari,Amazonas,Brazil
Sao Cabriel da Cachoeira,Amazonas,Brazil
Novo Airao,Amazonas,Brazil
Itacoatiara,Amazonas,Brazil
Parintins,Amazonas,Brazil
Natal,Amazonas,Brazil
Crato,Amazonas,Brazil
Imperatriz,Maranhão,Brazil
Balsas,Maranhão,Brazil
Breves,Pará,Brazil
Jacareacanga,Pará,Brazil
Tucurui,Pará,Brazil
Itaituba,Pará,Brazil
Conceicao do Araguaia,Pará,Brazil
Abaetetuba,Pará,Brazil
Principe da Beira,Rondônia,Brazil
Araguaina,Tocantins,Brazil
Palmas,Tocantins,Brazil
Teofilo Otoni,Minas Gerais,Brazil
Uberaba,Minas Gerais,Brazil
Januaria,Minas Gerais,Brazil
Mato Grosso,Mato Grosso,Brazil
Aripuana,Mato Grosso,Brazil
Sinop,Mato Grosso,Brazil
Jaguarao,Rio Grande do Sul,Brazil
Bage,Rio Grande do Sul,Brazil
Londrina,Paraná,Brazil
Criciuma,Santa Catarina,Brazil
Aracati,Ceará,Brazil
Ico,Ceará,Brazil
Parnaiba,Piauí,Brazil
Picos,Piauí,Brazil
Arapiraca,Alagoas,Brazil
Jequie,Bahia,Brazil
Ilheus,Bahia,Brazil
Canavieiras,Bahia,Brazil
Santa Maria da Vitoria,Bahia,Brazil
Irece,Bahia,Brazil
Xique-Xique,Bahia,Brazil
Linhares,Espírito Santo,Brazil
Campos,Rio de Janeiro,Brazil
Mossoro,Rio Grande do Norte,Brazil
Aracaju,Sergipe,Brazil
Laranjal do Jari,Amapá,Brazil
Amapa,Amapá,Brazil
Vila Velha,Amapá,Brazil
Santos,São Paulo,Brazil
Bauru,São Paulo,Brazil
Iguape,São Paulo,Brazil
Franca,São Paulo,Brazil
Garanhuns,Pernambuco,Brazil
Caruaru,Pernambuco,Brazil
Rio Branco,Acre,Brazil
Sao Luis,Maranhão,Brazil
Porto Velho,Rondônia,Brazil
Alvorada,Tocantins,Brazil
Corumba,Mato Grosso do Sul,Brazil
Belo Horizonte,Minas Gerais,Brazil
Montes Claros,Minas Gerais,Brazil
Uberlandia,Minas Gerais,Brazil
Colider,Mato Grosso,Brazil
Alta Floresta,Mato Grosso,Brazil
Cuiaba,Mato Grosso,Brazil
Pelotas,Rio Grande do Sul,Brazil
Caxias do Sul,Rio Grande do Sul,Brazil
Ponta Grossa,Paraná,Brazil
Teresina,Piauí,Brazil
Maceio,Alagoas,Brazil
Vitoria da Conquista,Bahia,Brazil
Barreiras,Bahia,Brazil
Vila Velha,Espírito Santo,Brazil
Natal,Rio Grande do Norte,Brazil
Campinas,São Paulo,Brazil
Sorocaba,São Paulo,Brazil
Ribeirao Preto,São Paulo,Brazil
Petrolina,Pernambuco,Brazil
Cruzeiro do Sul,Acre,Brazil
Manaus,Amazonas,Brazil
Caxias,Maranhão,Brazil
Santarem,Pará,Brazil
Maraba,Pará,Brazil
Vilhena,Rondônia,Brazil
Ji-Parana,Rondônia,Brazil
Campo Grande,Mato Grosso do Sul,Brazil
Florianopolis,Santa Catarina,Brazil
Feira de Santana,Bahia,Brazil
Boa Vista,Roraima,Brazil
Macapa,Amapá,Brazil
Belem,Pará,Brazil
Brasilia,Distrito Federal,Brazil
Porto Alegre,Rio Grande do Sul,Brazil
Curitiba,Paraná,Brazil
Fortaleza,Ceará,Brazil
Salvador,Bahia,Brazil
Goiania,Goiás,Brazil
Recife,Pernambuco,Brazil
Rio de Janeiro,Rio de Janeiro,Brazil
Sao Paulo,São Paulo,Brazil
Bandar Seri Begawan,Brunei and Muara,Brunei
Lovec,Lovech,Bulgaria
Montana,Montana,Bulgaria
Razgrad,Razgrad,Bulgaria
Sliven,Sliven,Bulgaria
Plovdiv,Plovdiv,Bulgaria
Pernik,Pernik,Bulgaria
Vratsa,Vratsa,Bulgaria
Shumen,Shumen,Bulgaria
Khaskovo,Haskovo,Bulgaria
Stara Zagora,Stara Zagora,Bulgaria
Pleven,Pleven,Bulgaria
Turnovo,Veliko Tarnovo,Bulgaria
Kyustendil,Kyustendil,Bulgaria
Dobrich,Dobrich,Bulgaria
Varna,Varna,Bulgaria
Ruse,Ruse,Bulgaria
Burgas,Burgas,Bulgaria
Sofia,Grad Sofiya,Bulgaria
Fada Ngourma,Gourma,Burkina Faso
Orodara,Kénédougou,Burkina Faso
Solenzo,Banwa,Burkina Faso
Nouna,Kossi,Burkina Faso
Dedougou,Mou Houn,Burkina Faso
Gorom Gorom,Oudalan,Burkina Faso
Djibo,Soum,Burkina Faso
Tougan,Sourou,Burkina Faso
Kombissiri,Bazéga,Burkina Faso
Ziniare,Oubritenga,Burkina Faso
Yako,Passoré,Burkina Faso
Reo,Sanguié,Burkina Faso
Leo,Sissili,Burkina Faso
Sapouy,Ziro,Burkina Faso
Boulsa,Namentenga,Burkina Faso
Zorgo,Ganzourgou,Burkina Faso
Koupela,Kouritenga,Burkina Faso
Po,Nahouri,Burkina Faso
Manga,Zoundwéogo,Burkina Faso
Diebougou,Bougouriba,Burkina Faso
Gaoua,Poni,Burkina Faso
Bogande,Gnagna,Burkina Faso
Dori,Séno,Burkina Faso
Sebba,Yagha,Burkina Faso
Diapaga,Tapoa,Burkina Faso
Koudougou,Boulkiemdé,Burkina Faso
Ouahigouya,Yatenga,Burkina Faso
Kaya,Sanmatenga,Burkina Faso
Tenkodogo,Boulgou,Burkina Faso
Banfora,Komoé,Burkina Faso
Bobo Dioulasso,Houet,Burkina Faso
Ouagadougou,Kadiogo,Burkina Faso
Cankuzo,Cankuzo,Burundi
Karusi,Karuzi,Burundi
Rutana,Rutana,Burundi
Ruyigi,Ruyigi,Burundi
Bubanza,Bubanza,Burundi
Kayanza,Kayanza,Burundi
Makamba,Makamba,Burundi
Ngozi,Ngozi,Burundi
Kirundo,Kirundo,Burundi
Muramvya,Muramvya,Burundi
Bururi,Bururi,Burundi
Muyinga,Muyinga,Burundi
Gitega,Muramvya,Burundi
Bujumbura,Bujumbura Mairie,Burundi
Kampong Spoe,Kâmpóng Spœ,Cambodia
Kampong Thum,Kâmpóng Thum,Cambodia
Prey Veng,Prey Vêng,Cambodia
Phnum Tbeng Meanchey,Preah Vihéar,Cambodia
Stoeng Treng,Stœng Trêng,Cambodia
Kracheh,Krâchéh,Cambodia
Senmonorom,Môndól Kiri,Cambodia
Lumphat,Rôtânôkiri,Cambodia
Svay Rieng,Svay Rieng,Cambodia
Sisophon,Bântéay Méanchey,Cambodia
Krong Koh Kong,Kaôh Kong,Cambodia
Pursat,Pouthisat,Cambodia
Kampong Cham,Kâmpóng Cham,Cambodia
Kompong Chhnang,Kâmpóng Chhnang,Cambodia
Kampot,Kâmpôt,Cambodia
Takeo,Takêv,Cambodia
Battambang,Batdâmbâng,Cambodia
Siem Reap,Siemréab,Cambodia
Phnom Penh,Phnom Penh,Cambodia
Buea,Sud-Ouest,Cameroon
Bafang,Ouest,Cameroon
Foumban,Ouest,Cameroon
Bafoussam,Ouest,Cameroon
Kumba,Sud-Ouest,Cameroon
Eyumojok,Sud-Ouest,Cameroon
Limbe,Sud-Ouest,Cameroon
Kribi,Sud,Cameroon
Nkongsamba,Littoral,Cameroon
Edea,Littoral,Cameroon
Wum,Nord-Ouest,Cameroon
Kumbo,Nord-Ouest,Cameroon
Bafia,Centre,Cameroon
Mbalmayo,Centre,Cameroon
Eseka,Centre,Cameroon
Bertoua,Est,Cameroon
Abong Mbang,Est,Cameroon
Batouri,Est,Cameroon
Belabo,Est,Cameroon
Meiganga,Adamaoua,Cameroon
Ngaoundere,Adamaoua,Cameroon
Tibati,Adamaoua,Cameroon
Kontcha,Adamaoua,Cameroon
Guider,Nord,Cameroon
Mbe,Nord,Cameroon
Douala,Littoral,Cameroon
Ebolowa,Sud,Cameroon
Bamenda,Nord-Ouest,Cameroon
Garoua,Nord,Cameroon
Maroua,Extrême-Nord,Cameroon
Yaounde,Centre,Cameroon
Selkirk,Manitoba,Canada
Berens River,Manitoba,Canada
Pukatawagan,Manitoba,Canada
Gimli,Manitoba,Canada
Island Lake,Manitoba,Canada
Melville,Saskatchewan,Canada
Weyburn,Saskatchewan,Canada
La Ronge,Saskatchewan,Canada
Stony Rapids,Saskatchewan,Canada
Camrose,Alberta,Canada
Hinton,Alberta,Canada
Vegreville,Alberta,Canada
Stettler,Alberta,Canada
Lac La Biche,Alberta,Canada
Wetaskiwin,Alberta,Canada
Meander River,Alberta,Canada
Creston,British Columbia,Canada
Cranbrook,British Columbia,Canada
Terrace,British Columbia,Canada
Chilliwack,British Columbia,Canada
Hall Beach,Nunavut,Canada
Lutselke,Northwest Territories,Canada
Hay River,Northwest Territories,Canada
Deline,Northwest Territories,Canada
Paulatuk,Northwest Territories,Canada
Tsiigehtchic,Northwest Territories,Canada
Owen Sound,Ontario,Canada
Orillia,Ontario,Canada
Kapuskasing,Ontario,Canada
Thessalon,Ontario,Canada
Geraldton,Ontario,Canada
Belleville,Ontario,Canada
Sarnia,Ontario,Canada
Peterborough,Ontario,Canada
Oshawa,Ontario,Canada
London,Ontario,Canada
Kitchener,Ontario,Canada
New Liskeard,Ontario,Canada
Brockville,Ontario,Canada
Big Beaver House,Ontario,Canada
Port-Menier,Québec,Canada
Riviere-du-Loup,Québec,Canada
Drummondville,Québec,Canada
Sherbrooke,Québec,Canada
Cap-Chat,Québec,Canada
Baie-Comeau,Québec,Canada
Natashquan,Québec,Canada
Eastmain,Québec,Canada
Schefferville,Québec,Canada
Salluit,Québec,Canada
Amos,Québec,Canada
Joliette,Québec,Canada
St.-Jerome,Québec,Canada
St-Augustin,Québec,Canada
Rouyn-Noranda,Québec,Canada
La Sarre,Québec,Canada
New Glasgow,Nova Scotia,Canada
Liverpool,Nova Scotia,Canada
Amherst,Nova Scotia,Canada
Baddeck,Nova Scotia,Canada
Deer Lake,Newfoundland and Labrador,Canada
La Scie,Newfoundland and Labrador,Canada
Hopedale,Newfoundland and Labrador,Canada
Happy Valley - Goose Bay,Newfoundland and Labrador,Canada
Port Hope Simpson,Newfoundland and Labrador,Canada
Tofino,British Columbia,Canada
Steinbach,Manitoba,Canada
Nelson House,Manitoba,Canada
Shamattawa,Manitoba,Canada
Oxford House,Manitoba,Canada
Yorkton,Saskatchewan,Canada
Swift Current,Saskatchewan,Canada
Biggar,Saskatchewan,Canada
Kindersley,Saskatchewan,Canada
Meadow Lake,Saskatchewan,Canada
Hudson Bay,Saskatchewan,Canada
Lethbridge,Alberta,Canada
Brooks,Alberta,Canada
Lake Louise,Alberta,Canada
Athabasca,Alberta,Canada
Fort Chipewyan,Alberta,Canada
Bella Bella,British Columbia,Canada
Sandspit,British Columbia,Canada
Campbell River,British Columbia,Canada
Port Hardy,British Columbia,Canada
Nanaimo,British Columbia,Canada
Quesnel,British Columbia,Canada
Abbotsford,British Columbia,Canada
Dawson Creek,British Columbia,Canada
Penticton,British Columbia,Canada
Nelson,British Columbia,Canada
Lillooet,British Columbia,Canada
Powell River,British Columbia,Canada
Revelstoke,British Columbia,Canada
Burns Lake,British Columbia,Canada
Dease Lake,British Columbia,Canada
Coral Harbour,Nunavut,Canada
Baker Lake,Nunavut,Canada
Norman Wells,Northwest Territories,Canada
Fort McPherson,Northwest Territories,Canada
Burwash Landing,Yukon,Canada
Orangeville,Ontario,Canada
Little Current,Ontario,Canada
Chapleau,Ontario,Canada
Wawa,Ontario,Canada
Hearst,Ontario,Canada
Marathon,Ontario,Canada
Sioux Lookout,Ontario,Canada
Red Lake,Ontario,Canada
Deer Lake,Ontario,Canada
Cat Lake,Ontario,Canada
Cornwall,Ontario,Canada
Kingston,Ontario,Canada
Barrie,Ontario,Canada
Parry Sound,Ontario,Canada
Wiarton,Ontario,Canada
Cobalt,Ontario,Canada
Cochrane,Ontario,Canada
Nipigon,Ontario,Canada
Atikokan,Ontario,Canada
Rimouski,Québec,Canada
Saint-Georges,Québec,Canada
Victoriaville,Québec,Canada
Chevery,Québec,Canada
Mistassini,Québec,Canada
Kangirsuk,Québec,Canada
Shawinigan,Québec,Canada
Matagami,Québec,Canada
Mont-Laurier,Québec,Canada
Pembroke,Québec,Canada
Radisson,Québec,Canada
Saint John,New Brunswick,Canada
Edmundston,New Brunswick,Canada
Shelburne,Nova Scotia,Canada
Antigonish,Nova Scotia,Canada
Windsor,Nova Scotia,Canada
Digby,Nova Scotia,Canada
Stephenville,Newfoundland and Labrador,Canada
Argentia,Newfoundland and Labrador,Canada
St. Anthony,Newfoundland and Labrador,Canada
Channel-Port aux Basques,Newfoundland and Labrador,Canada
Buchans,Newfoundland and Labrador,Canada
Trout River,Newfoundland and Labrador,Canada
Churchill Falls,Newfoundland and Labrador,Canada
Forteau,Newfoundland and Labrador,Canada
Trepassey,Newfoundland and Labrador,Canada
Brochet,Manitoba,Canada
Lynn Lake,Manitoba,Canada
Gillam,Manitoba,Canada
North Battleford,Saskatchewan,Canada
Prince Albert,Saskatchewan,Canada
Courtenay,British Columbia,Canada
Kelowna,British Columbia,Canada
Pangnirtung,Nunavut,Canada
Holman,Northwest Territories,Canada
Dryden,Ontario,Canada
Attawapiskat,Ontario,Canada
Hamilton,Ontario,Canada
Windsor,Ontario,Canada
Trois Rivieres,Québec,Canada
Sept-Iles,Québec,Canada
Corner Brook,Newfoundland and Labrador,Canada
Norway House,Manitoba,Canada
Flin Flon,Manitoba,Canada
Dauphin,Manitoba,Canada
The Pas,Manitoba,Canada
Uranium City,Saskatchewan,Canada
Moose Jaw,Saskatchewan,Canada
Jasper,Alberta,Canada
Medicine Hat,Alberta,Canada
Red Deer,Alberta,Canada
Banff,Alberta,Canada
Grand Prairie,Alberta,Canada
Smithers,British Columbia,Canada
Kamloops,British Columbia,Canada
Williams Lake,British Columbia,Canada
Prince George,British Columbia,Canada
Fort Nelson,British Columbia,Canada
Pond Inlet,Nunavut,Canada
Cape Dorset,Nunavut,Canada
Kimmirut,Nunavut,Canada
Gjoa Haven,Nunavut,Canada
Grise Fiord,Nunavut,Canada
Alert,Nunavut,Canada
Ennadai,Nunavut,Canada
Rankin Inlet,Nunavut,Canada
Fort Resolution,Northwest Territories,Canada
Fort Simpson,Northwest Territories,Canada
Inuvik,Northwest Territories,Canada
Tuktoyaktuk,Northwest Territories,Canada
Watson Lake,Yukon,Canada
Lansdowne House,Ontario,Canada
Moosonee,Ontario,Canada
Sudbury,Ontario,Canada
Kenora,Ontario,Canada
Gaspe,Québec,Canada
Mingan,Québec,Canada
Dolbeau,Québec,Canada
Val d'Or,Québec,Canada
Ivugivik,Québec,Canada
Inukjuak,Québec,Canada
Chicoutimi,Québec,Canada
Moncton,New Brunswick,Canada
Fredericton,New Brunswick,Canada
Bathurst,New Brunswick,Canada
Yarmouth,Nova Scotia,Canada
Gander,Newfoundland and Labrador,Canada
Cartwright,Newfoundland and Labrador,Canada
Rigolet,Newfoundland and Labrador,Canada
Port Burwell,Newfoundland and Labrador,Canada
Thompson,Manitoba,Canada
Brandon,Manitoba,Canada
Fort Smith,Alberta,Canada
Fort McMurray,Alberta,Canada
Peace River,Alberta,Canada
Fort St. John,British Columbia,Canada
Iqaluit,Nunavut,Canada
Cambridge Bay,Nunavut,Canada
Kugluktuk,Nunavut,Canada
Chesterfield Inlet,Nunavut,Canada
Arviat,Nunavut,Canada
Taloyoak,Nunavut,Canada
Igloolik,Nunavut,Canada
Dawson,Yukon,Canada
Timmins,Ontario,Canada
North Bay,Ontario,Canada
Kuujjuarapik,Québec,Canada
Kuujjuaq,Québec,Canada
Sydney,Nova Scotia,Canada
Labrador City,Newfoundland and Labrador,Canada
Winnipeg,Manitoba,Canada
Churchill,Manitoba,Canada
Regina,Saskatchewan,Canada
Saskatoon,Saskatchewan,Canada
Calgary,Alberta,Canada
Prince Rupert,British Columbia,Canada
Victoria,British Columbia,Canada
Arctic Bay,Nunavut,Canada
Resolute,Nunavut,Canada
Repulse Bay,Nunavut,Canada
Yellowknife,Northwest Territories,Canada
Fort Good Hope,Northwest Territories,Canada
Whitehorse,Yukon,Canada
Ottawa,Ontario,Canada
Fort Severn,Ontario,Canada
Thunder Bay,Ontario,Canada
Quebec,Québec,Canada
